291	313	16
295	336	18
279	333	19
171	349	20
191	325	20
296	355	19
326	341	19
197	308	21
169	354	21
171	324	23
160	334	23
166	322	24
337	280	26
296	300	24
315	361	23
171	319	25
161	353	25
307	299	25
300	287	25
348	333	26
309	339	25
154	341	27
302	314	27
178	287	28
197	321	28
196	330	27
185	362	27
316	362	27
309	268	29
330	254	31
334	253	31
315	356	28
310	312	29
156	294	31
145	324	31
144	336	30
335	339	30
348	312	31
336	360	31
340	308	32
335	322	31
356	266	34
161	331	32
137	296	33
162	244	35
145	303	34
156	307	33
125	314	35
206	224	36
205	355	33
152	321	35
154	279	36
188	255	35
183	220	36
214	222	36
310	338	31
321	258	48
205	352	34
211	213	37
183	272	37
163	374	35
199	349	35
365	281	37
358	320	36
349	333	36
311	333	34
374	342	38
143	300	38
170	253	39
151	300	39
331	357	36
339	337	38
374	288	39
165	229	41
126	366	39
116	346	40
107	340	41
145	306	41
131	273	42
273	198	41
356	346	39
376	339	39
351	244	41
351	267	40
378	294	41
360	276	42
333	207	41
201	341	40
139	350	42
122	258	45
365	310	42
377	257	44
346	234	44
216	193	42
305	392	42
336	351	43
343	228	43
132	351	45
135	315	46
122	249	47
197	361	44
147	304	47
365	292	47
102	335	47
137	282	48
190	192	45
168	295	48
134	245	49
378	342	47
380	235	48
358	386	47
323	386	46
360	261	48
165	379	47
117	274	49
125	259	50
183	228	48
197	373	48
331	290	49
396	306	50
332	378	48
98	325	50
86	308	51
150	266	51
98	332	51
351	198	49
347	322	51
392	276	53
166	200	50
205	366	51
168	378	51
206	341	52
191	367	52
158	391	52
149	380	52
156	309	52
150	192	52
355	381	51
370	262	53
406	314	52
348	393	52
399	325	53
406	276	54
158	321	53
103	308	54
180	189	52
135	304	54
398	276	55
354	369	53
358	304	56
350	345	54
105	352	55
99	258	58
139	376	56
136	366	55
105	302	56
153	176	56
363	365	56
343	328	55
306	378	55
188	375	56
118	240	58
102	258	60
154	293	58
207	350	57
175	389	57
407	301	57
390	208	57
159	208	57
183	383	57
155	382	58
169	374	58
108	361	59
198	340	58
152	237	59
119	216	57
82	293	57
386	347	58
188	382	59
155	289	60
131	256	60
129	222	59
173	187	60
124	381	60
100	332	60
295	387	58
361	372	59
181	179	60
151	246	61
195	290	61
201	347	60
101	350	62
130	255	61
110	291	62
355	374	62
359	377	62
163	203	63
220	333	63
137	199	56
175	239	62
90	286	63
364	316	62
326	395	63
360	337	62
99	308	63
132	224	63
90	276	63
132	346	65
79	306	62
390	316	63
315	381	64
297	386	64
404	303	63
175	169	64
164	200	66
96	241	62
157	389	67
210	319	66
162	225	65
143	348	67
105	304	66
84	305	66
173	385	68
98	337	68
85	290	66
415	297	66
376	292	65
375	348	66
410	306	67
401	198	67
201	334	69
159	377	69
172	381	69
408	234	63
391	233	70
117	337	70
220	318	71
410	296	69
373	307	68
399	293	69
376	332	70
147	227	68
162	274	70
183	389	72
216	312	72
115	286	71
101	283	71
369	376	71
326	371	71
328	390	71
233	313	75
116	339	73
334	397	72
291	368	72
404	254	72
354	368	72
341	401	73
304	380	72
283	357	73
202	290	74
107	251	72
376	350	74
101	256	74
76	272	74
125	350	76
227	290	77
304	366	77
176	315	77
222	308	79
363	382	77
118	364	79
224	292	79
191	370	80
88	297	77
165	302	77
87	278	78
393	346	77
149	373	81
107	364	79
194	355	82
366	374	80
342	354	79
227	301	82
120	324	82
399	344	78
360	382	81
324	391	82
177	373	85
179	376	86
165	332	85
161	380	88
315	371	86
325	389	86
123	368	88
200	329	89
198	345	89
312	370	87
141	358	90
203	351	93
151	376	93
